0.0079159,0.00053,0.0006218,8.2493e-05,0.0030439,0.0031997,0.00048208,0.0074763,0.0011081,-0.00015569
0.021346,0.0030116,0.004535,0.0057495,0.0094079,0.0092252,0.0052806,0.017575,0.0056837,-6.1154e-05
0.016097,0.0038983,0.0058703,0.0071588,0.010999,0.010696,0.0064676,0.014003,0.0052433,-3.4451e-05
0.010895,0.0054042,0.0078505,0.0060378,0.0093666,0.0091543,0.0054734,0.0098826,0.0036212,-2.2531e-05
0.0077986,0.0061928,0.0075018,0.004214,0.006889,0.0068052,0.003875,0.0072713,0.0024548,-2.3365e-05
0.0073218,0.006427,0.0075556,0.0039907,0.0065253,0.0064571,0.0036711,0.0068458,0.0023006,-1.9431e-05
0.0070813,0.0059669,0.007049,0.0036495,0.0062578,0.0062122,0.0033991,0.0067147,0.0021265,-3.3498e-05
0.0069304,0.0057108,0.0067652,0.0034626,0.0060964,0.0060627,0.0032482,0.00662,0.00203,-3.9935e-05
0.0024215,0.0017192,0.0016574,-0.00070274,0.0018029,0.0020348,-0.00021434,0.0032785,-0.00025463,-0.00014234
0.0075709,0.0051497,0.010791,0.0046122,0.0071892,0.0070897,0.0041928,0.0070379,0.0025135,-4.8876e-06
0.0075262,0.0055857,0.0097185,0.0044347,0.0070106,0.0069194,0.0040454,0.0070093,0.0024573,-1.0133e-05
0.0080397,0.0054667,0.010139,0.0049133,0.0076609,0.0075378,0.004464,0.0074716,0.0026788,-8.8215e-06
0.0082399,0.005137,0.010165,0.0052001,0.0080117,0.0078619,0.0047091,0.0076423,0.0027953,-7.0333e-06
0.0098629,0.0050309,0.008698,0.0066522,0.010033,0.0097569,0.0059819,0.0091077,0.0034873,-1.1206e-05
0.011458,0.0041114,0.0068523,0.010667,0.015286,0.014656,0.0094587,0.010788,0.0046854,-8.3447e-07
0.011725,0.0035727,0.0058258,0.012001,0.016972,0.016222,0.01061,0.011104,0.0050298,3.9339e-06
0.013391,0.0035721,0.0056639,0.0101,0.014598,0.014042,0.008986,0.012675,0.0060935,-7.987e-06
0.014469,0.0037091,0.0057625,0.0090165,0.013283,0.012818,0.008058,0.013233,0.0057918,-1.8239e-05
0.0093206,0.002755,0.0045074,0.019492,0.026431,0.01296,0.0082589,0.0089136,0.0038564,2.9564e-05
0.0098928,0.0029207,0.0047763,0.02031,0.039222,0.013647,0.0087764,0.0094617,0.0040835,2.9683e-05
0.011009,0.0033213,0.0054311,0.011225,0.015852,0.020759,0.013135,0.010446,0.0046744,7.7486e-06
0.0099957,0.0029848,0.0048947,0.010142,0.014286,0.02486,0.015377,0.0095052,0.0042005,1.2279e-05
0.009299,0.0027663,0.004535,0.0093969,0.013338,0.021133,0.017012,0.0088599,0.0038855,1.7166e-05
0.011707,0.0035567,0.005801,0.011965,0.016931,0.017455,0.011889,0.011095,0.0050024,5.6028e-06
0.019187,0.0029644,0.0044839,0.0059495,0.0095445,0.0093582,0.0054467,0.021541,0.0066595,-5.579e-05
0.014244,0.002816,0.0043586,0.0068744,0.010298,0.01011,0.006219,0.015129,0.010509,-1.1206e-05
0.014253,0.0032516,0.0050898,0.0085747,0.012589,0.012236,0.0076935,0.014437,0.0087436,-9.8944e-06
0.010021,0.0019082,0.0029435,0.0046045,0.0068763,0.0069034,0.0041984,0.010834,0.015576,1.5974e-05
0.0084993,0.0015907,0.0024521,0.0038241,0.0057131,0.0057884,0.0034941,0.0092535,0.016837,2.3007e-05
0.036382,0.0028919,0.0043617,0.0055273,0.0090491,0.0088754,0.0050752,0.01639,0.0054691,-6.5446e-05
0.0025635,0.012049,0.0026324,0.0012937,0.0020838,0.0021784,0.0011986,0.0024115,0.000745,3.0339e-05
0.0039067,0.0026511,0.018282,0.0022334,0.0034691,0.0035786,0.0020464,0.0036572,0.0012096,3.3796e-05
0.005567,0.0015652,0.0025739,0.021546,0.016681,0.00788,0.0047365,0.0054086,0.0021778,4.4227e-05
0.009604,0.0028272,0.0046357,0.019178,0.050701,0.013102,0.0085176,0.0091857,0.0039629,2.7418e-05
0.0095893,0.0028511,0.0046887,0.0097315,0.013496,0.033725,0.014568,0.0091165,0.004022,9.4175e-06
0.0050325,0.001417,0.0023361,0.0048561,0.0072079,0.01225,0.024548,0.0048873,0.0019735,4.4465e-05
0.017181,0.0029184,0.0044236,0.0058717,0.0094377,0.0092585,0.005375,0.036466,0.0065889,-6.5684e-05
0.0045242,0.00079119,0.0012224,0.0018911,0.002861,0.0029802,0.0017265,0.0050417,0.017676,3.2425e-05
-0.00071585,-0.0010563,-0.0018817,-0.0035418,-0.001168,-0.00076282,-0.0025828,0.00092804,-0.0018147,-0.00020993
